Lot Number,Chassis Number,Running Condition,Seller,Location,Model,Year,Kilometers,Engine,Gearbox,Date,Price
17361.0,JH4NA2160YT000218,True,schmuke,"Anchorage, Alaska 99516",Acura NSX,2000.0,85000.0,3.2-Liter VTEC V6,6-Speed Manual Transaxle,2019-03-26,57500.0
13088.0,128160,True,philipdg0ff,"Westerville, Ohio 43082",Porsche 356,1964.0,48511.0,1965-Model 1600cc Flat-Four,4-Speed Manual Transaxle,2018-10-11,52000.0
20389.0,1J4FF68S4YL166897,True,RoscoePDogg,"Denver, Colorado 80210",Jeep Cherokee,2000.0,32000.0,No Engine Data Found,4-Speed Automatic Transmission,2019-06-28,21010.0
20372.0,WP0AB2964LS450891,True,Dimamax007,"Palm Desert, California 92260",Porsche 964 911,1990.0,246000.0,3.6L Flat-Six,5-Speed Transaxle,2019-06-28,45100.0
18736.0,WDBSK76F04F064855,True,RPExotics,"Saint Louis, Missouri 63132",Mercedes-Benz R230 SL,2004.0,91000.0,Twin-Turbo 5.5-Liter V12,5-Speed Automatic Transmission,2019-05-10,19500.0
17658.0,JA3BN74K3PY013902,True,Rider76r,"Columbus, Ohio 43228",,1993.0,177000.0,Twin-Turbocharged 3.0L V6,5-Speed Manual,2019-04-04,7900.0
17747.0,1G4GK4797FH448701,True,kingpenn,"Decatur, Alabama 35601",Buick Grand National,1985.0,9000.0,Turbocharged 3.8-Liter V6,4-Speed 200R4 Automatic Transmission,2019-04-09,33000.0
15854.0,3621772,True,Kucarfa,"Gorinchem, Netherlands",,1960.0,99000.0,747cc Inline-Four,3-Speed Manual Transaxle,2019-01-28,6000.0
15419.0,ZFFAA02A3A0032273,True,Mkean,"Greenville, North Carolina 27834",Ferrari 308,1980.0,53000.0,Fuel-Injected 2.9L V8,5-Speed Manual Transaxle,2019-01-09,49308.0
20013.0,1Q87L9L524508,True,drew_hilbig,"Westminster, South Carolina 29693",Chevrolet Camaro,1979.0,2574.0,400ci Small-Block V8,5-Speed Manual Transmission,2019-06-19,10000.0
14930.0,4702904292,True,914sfordays,"Canton, Georgia 30115",Porsche 914,1970.0,737.0,305ci Chevrolet V8,901 5-Speed Manual Transaxle,2018-12-17,8700.0
18602.0,SAJWA4DC2BMB40683,True,SWVintage,"Phoenix, Arizona 85018",Jaguar XKR,2011.0,32000.0,Supercharged 5.0-Liter V8,6-Speed Automatic Transmission,2019-05-07,28777.0
19512.0,U14NLD17388,True,Cmontiii,"Mount Vernon, Washington 98273",Ford Bronco,,154000.0,289ci V8,3-Speed Manual Transmission,2019-06-04,16500.0
15618.0,CC2553L,True,CincyClassic,"Milford, Ohio 45150",Triumph TR6,1969.0,56000.0,No Engine Data Found,4-Speed Manual Gearbox,2019-01-17,12000.0
19281.0,WP0CA29864U620767,True,SWVintage,"Phoenix, Arizona 85018",Porsche Boxster,2004.0,72000.0,2.7-Liter Flat-Six,5-Speed Manual Transaxle,2019-05-28,13250.0
18946.0,RN027015756,True,jg_rs,"Bend, Oregon 97701",Toyota Pickup,1974.0,157000.0,2.0L 18R-C Inline-Four,4-Speed Manual Transmission,2019-05-17,8500.0
17113.0,WP0AA2992SS321740,True,Worldclassmotorcars,"Chesterfield, Missouri",Porsche 993 911,1995.0,154155.0,3.6L Flat-Six,6-Speed Manual Transaxle,2019-03-15,44500.0
17166.0,AR2288000,True,diego2575,"Carini Palermo, Sicily, Italy",Alfa Romeo 105 Series Sedan,1973.0,14000.0,1300cc Twin-Cam Four,5-Speed Manual Transmission,2019-03-18,17500.0
14785.0,J9A17NNO57712,True,LauranceLaumbach,"Neptune, New Jersey 07753",Jeep Cherokee,1979.0,115000.0,360ci V8,3-Speed Automatic Transmission,2018-12-12,21000.0
15052.0,ZFFXA20AXH0070571,True,racer355,"Huntington Station, New York 11746",Ferrari 328,1987.0,35000.0,3.2-Liter DOHC V8,5-Speed Manual Transaxle,2018-12-21,74000.0
20271.0,WDDHH7GB9GB236890,True,Jeff3545,"Redwood City, California 94062",Mercedes-Benz E55 & E63 AMG Wagon,2016.0,61000.0,Twin-Turbo 5.5L V8,7-Speed Automatic Transmission,2019-06-26,61003.0
15632.0,2780457,True,Mikecweber4,"Knoxville, Tennessee",BMW 2002,1974.0,93000.0,Fuel-Injected 2.0L Inline-Four,4-Speed Manual Transmission,2019-01-18,12301.0
15555.0,WP0CA29923S651520,True,3rdgearshift,"Raleigh, North Carolina 27614",Porsche 996 911,2003.0,53000.0,3.6-Liter Flat-Six,6-Speed Manual Transaxle,2019-01-15,28250.0
20440.0,9110101479,True,buddyd,"Wheaton, Illinois 60189",Porsche Longhood 911,1970.0,140000.0,Rebuilt 2.7L Flat-Six,901 5-Speed Manual Transaxle,2019-07-01,49500.0
15074.0,1HGEM115XYL020665,True,molnar_zoltan,"Carmichael, California",Honda Civic,2000.0,100503.0,1.6L VTEC Inline-Four,5-Speed Manual Transmission,2018-12-21,10751.0
12920.0,WBSDE9343YBZ94724,True,cab74995,"Encino, California 91436",BMW E39 M5,2000.0,185000.0,4.9-Liter S62 V8,6-Speed Manual Gearbox,2018-10-04,16500.0
19720.0,WBAAG71040ED74525,True,JH_,"Winnetka, Illinois",BMW E30,1988.0,172000.0,Euro-Spec S50B30 3.0L Inline-Six,5-Speed Manual Transmission,2019-06-11,28750.0
15464.0,3S858CGD37293,True,alloygeoff,"Oakland, California 94607",International Harvester Scout,1973.0,25000.0,345ci V8,727 Automatic Transmission,2019-01-11,31000.0
15298.0,FJ4065612,True,MARKMALEK,"Chula Vista, California 91910",Toyota Land Cruiser FJ40,1969.0,61000.0,3.9-Liter Inline-Six,3-Speed Manual Transmission,2019-01-02,14000.0
16822.0,RM21J8G214236,True,BrandonH,"Princeton, New Jersey 08540",,1968.0,106000.0,426ci Hemi V8,4-Speed Manual Transmission,2019-03-05,60714.0
15116.0,WP0JB0937HS051524,True,jerri,"Tulsa, Oklahoma 74105",Porsche 930 Turbo,1987.0,53000.0,Turbocharged 3.3-Liter Flat-Six,4-Speed Manual Transaxle,2018-12-24,98000.0
16828.0,GAN5UD131155G,True,Nathanyork,"Oklahoma City, Oklahoma 73107",MG Midget,1973.0,128000.0,"1,275cc Inline-Four",4-Speed Manual Transmission,2019-03-05,14500.0
14548.0,WDB1260451A433824,True,Peter_R,"Toronto, Ontario, Canada",Mercedes-Benz C126,1989.0,88000.0,5.5-Liter M117 V8,Rebuilt 4-Speed Automatic Transmission,2018-12-04,11250.0
20078.0,SALHV1243NA617798,True,vincesclassics,"Downey, California 90241",Land Rover Range Rover Classic,1992.0,204000.0,3.9-Liter V8,4-Speed Automatic Transmission,2019-06-20,15000.0
12956.0,WBAGG83401DN84494,True,Sslykas,"Homer Glen, Illinois 60491",BMW 7-Series,2001.0,125000.0,4.4L V8,5-Speed Automatic Transmission,2018-10-05,9750.0
16527.0,JACCN57X717D00756,True,NorthbyNW,"Portland, Oregon 97219",,2001.0,119000.0,3.5L V6,4-Speed Automatic,2019-02-21,12000.0
14879.0,AR250768,True,Alfafrank,"Littleton, Colorado 80127",Alfa Romeo 105/115 Series Coupe,1967.0,91000.0,"1,750cc Inline-Four",5-Speed Close-Ratio Gearbox,2018-12-14,27000.0
19636.0,KHL620352993,True,DENWERKS,"Salem, Oregon 97304",,1978.0,111000.0,2.0L L20B Inline-Four,4-Speed Manual,2019-06-07,10500.0
20079.0,FJ40128441,False,AustinJenkins,"Greeley, Colorado 80634",Toyota Land Cruiser FJ40,1972.0,152000.0,3.9-Liter Inline-Six,3-Speed Manual Transmission,2019-06-20,4500.0
16793.0,,True,RWAuto,"Snohomish, Washington 98290",,,,No Engine Data Found,,2019-03-04,1500.0
13568.0,7589412,True,DMWflorider,"Austin, Texas 78702",,1970.0,9516.0,1289cc R12 TS Engine,4-Speed Manual,2018-10-26,15500.0
14634.0,WDBEA66E0SC281001,True,fred182,"San Luis Obispo, California 93401",Mercedes-Benz W124 E-Class,1995.0,108646.0,3.2L Inline 6-Cylinder Engine,Automatic Transmission,2018-12-06,18253.0
19643.0,JT2AE88CXF0100322,True,User32wa,"Daly City, California 94015",,1985.0,511000.0,1.6L 4A-GE Inline-Four,5-Speed Manual Gearbox,2019-06-07,8600.0
18176.0,CF28151U0,True,tylerkcas,"Shawnee, Kansas 66203",Triumph TR6,1974.0,22000.0,2.5L Straight-Six,4-Speed Manual Transmission,2019-04-23,14456.0
15792.0,WP0AA29911S622708,True,starmotors,"Endicott, New York",Porsche 996 911,2001.0,71163.0,3.4L Flat-Six,6-Speed Manual Transaxle,2019-01-24,22255.0
19012.0,WDBEA30D0HA540928,True,WAgroup,"Columbus, Ohio 43209",Mercedes-Benz W124 E-Class,1987.0,102000.0,3.0-Liter M103 Inline-Six,4-Speed Automatic Transmission,2019-05-20,7800.0
17310.0,U15FLF48980,True,newyorkag,"Pasadena, California 91107",Ford Bronco,1971.0,,347ci V8 Stroker,5-Speed Manual Transmission,2019-03-22,27000.0
14844.0,5UMDU93517LM08321,True,AndyJM2,"Norfolk, Virginia 23510",BMW Z4 M Coupe,2007.0,54000.0,3.2L S54 Inline-Six,6-Speed Manual Transmission,2018-12-13,31250.0
19629.0,WP0CB2A89GS140280,True,OMalley,"Milpitas, California 95035",Porsche Boxster,2016.0,6920.0,3.4L Flat-Six,PDK Dual-Clutch Transmission,2019-06-07,57500.0
16945.0,GB/43987-LCV,True,1cooltr,"Everett, Washington 98201",,1966.0,112000.0,Multiple Entries Found,4-Speed Manual Gearbox w/Overdrive,2019-03-08,7300.0
16161.0,,True,timar,"Victoria, British Columbia, Canada",,,,No Engine Data Found,,2019-02-07,2901.0
17891.0,2G1WZ121949379810,True,InvestmentAuto,"Pompano Beach, Florida 33060",,2004.0,141000.0,Supercharged 3.8L V6,4-Speed Automatic Transmission,2019-04-12,4800.0
17534.0,30867S114657,True,XDBob,"Lomira, Wisconsin 53048",Chevrolet Corvette C2,1963.0,965.0,Numbers-Matching Rebuilt L84 327ci V8,4-Speed Manual Transmission,2019-04-01,61500.0
14466.0,WDB46322817086033,True,Rkp5555,"Spofford, New Hampshire 03462",Mercedes-Benz Gelandewagen,1992.0,160050.0,3.0L Inline-Six,4-Speed Automatic,2018-11-29,24000.0
15347.0,WBSUR9C53BVP76060,True,Honoshan,"Laguna Beach, California 92651",BMW 1M,2011.0,27761.0,No Engine Data Found,6-Speed Manual Transmission,2019-01-04,60000.0
16765.0,1G4GM1175HP432750,True,KEN4KARS,"Concord, California 94519",,1987.0,16000.0,Turbocharged/Intercooled 3.8L V6,4-Speed Automatic Transmission,2019-03-04,13300.0
18101.0,1237L85433299,True,drewboy65,"San Antonio, Texas 78204",Chevrolet Corvette C3,1978.0,149000.0,350ci V8,3-Speed Automatic Transmission,2019-04-19,11000.0
15607.0,WDBCA45E9MA591417,True,ThrttlMrchnt,"Van Nuys, California 91406",Mercedes-Benz C126,1991.0,305000.0,5.5-Liter V8,4-Speed Automatic Transmission,2019-01-17,6750.0
15344.0,TGL3364521100,True,Monaco,"Conroe, Texas 77304",,1976.0,72000.0,350ci V8,3-Speed Automatic Transmission,2019-01-04,26500.0
19580.0,WBACG5321SAM52231,True,Hammy28,"Lathrop, California 95330",BMW 3-Series,1995.0,141000.0,1.8-Liter DOHC Inline-Four,5-Speed Manual Transmission,2019-06-06,6766.0
18984.0,ZARBA5568K1064645,True,KMLambert,"Argyle, Texas 76226",Alfa Romeo 105/115 Series Spider,1989.0,164000.0,Fuel-Injected 2.0L Inline-Four,5-Speed Manual Gearbox,2019-05-20,7500.0
17738.0,200279,True,stephen844,"Barre, Vermont 05641",Porsche 356,1961.0,49000.0,"1,720cc Flat-Four",4-Speed Manual Transaxle,2019-04-09,65000.0
14962.0,WBSBL93433JR22899,True,NotoriousE46,"Midland Park, New Jersey 07432",BMW E46 M3,2003.0,86099.0,3.2-Liter S54 Inline-Six,6-Speed Manual Gearbox,2018-12-18,23000.0
18419.0,C-A2S7L-732326,True,justinnunes,"San Rafael, California 94901",Mini Classic,1965.0,125000.0,"Numbers-Matching 1,275cc Inline-Four",4-Speed Manual Transmission,2019-05-01,27500.0
20159.0,HLS30-84855,True,ktm240z,"Diamond Bar, California 91765",Datsun 240Z,1972.0,28000.0,5.7-Liter LS1 V8,4L60E Four-Speed Automatic Transmission,2019-06-24,19000.0
18493.0,ZFFYT53A850139779,True,jvernon12,"Cary, North Carolina 27513",Ferrari 360,2005.0,19000.0,3.6-Liter DOHC V8,6-Speed Sequential Gearbox,2019-05-02,
18713.0,WBAHE1320SGE55450,True,tantamount,"Mason, Ohio 45040",BMW 5-Series,1995.0,54000.0,3.0 Liter M60 V8,5-Speed Manual Gearbox,2019-05-10,17505.0
14645.0,JT2SW22N5N0054163,True,Jphil7741,"Las Cruces, New Mexico 88001",Toyota SW20 MR2,1992.0,122000.0,Turbocharged 2.0L Inline-Four,5-Speed Manual Gearbox,2018-12-06,17777.0
14257.0,9115110684,True,Jona22,"Miami, Florida 33137",Porsche Impact Bumper 911,1975.0,123000.0,2.7L Flat-Six,5-Speed Manual Gearbox,2018-11-21,24500.0
18016.0,U15NLD29823,True,SpencerMaiers,"Bothell, Washington 98012",Ford Bronco,1968.0,122000.0,Rebuilt 289ci V8,4-Speed Manual Gearbox,2019-04-17,43250.0
20939.0,1C4BJWDG5CL149443,True,stoneacq,"Harrison, New York 10528",Jeep Wrangler,2012.0,14000.0,3.6-Liter Pentastar V6,5-Speed Automatic Transmission,2019-07-16,31100.0
15436.0,21GRC3138,True,Roem1650,"Los Gatos, California 95030",Chevrolet Pickup,1949.0,17000.0,350ci V8,Automatic Transmission,2019-01-10,28000.0
15296.0,WP0EB0910KS160737,True,Ranbir1,"San Diego, California 92127",Porsche Impact Bumper 911,1989.0,243000.0,No Engine Data Found,G50 5-speed Manual Transaxle,2019-01-02,24350.0
14068.0,SCFBB03B46GC011727,True,Beemdubb,"Navarre, Florida 32566",Aston Martin V8 Vantage,2006.0,57778.0,4.3L V8,6-Speed Transmission,2018-11-15,38750.0
14061.0,WDBEA36EXNB680703,True,Europeanauto1,"Gardiner, Maine 04345",Mercedes-Benz W124 E-Class,1992.0,204000.0,5.0L M117 V8,4-Speed Automatic Transmission,2018-11-15,17500.0
20759.0,AR3023733,True,AutobahnInIL,"Bolingbrook, Illinois",Alfa Romeo 105/115 Series Coupe,1974.0,70000.0,2.0L Twin-Cam Four,5-Speed Manual Transmission,2019-07-10,47500.0
16131.0,SL160/12,True,JCAir,"San Antonio, Texas 78266",,1968.0,,No Engine Data Found,Hewland 5-Speed,2019-02-07,157000.0
14178.0,JH4NA1152MT000233,True,drogillio,"Washington, District of Columbia 20010",Acura NSX,1991.0,136000.0,Rebuilt 3.0L DOHC V6,Rebuilt 5-Speed Manual Transmission,2018-11-20,46000.0
13483.0,AR3025785,True,VwPorscheJesus,"San Francisco, California 94133",Alfa Romeo 105/115 Series Coupe,1974.0,18615.0,2.0L I4,5-Speed Transmission,2018-10-24,50000.0
18671.0,P857421578,False,peterrehder,"Cary, North Carolina",Chevrolet Corvette C1,1961.0,489000.0,350ci V8,4-Speed Manual Transmission,2019-05-09,28500.0
15122.0,124377L132291,True,Billhoy,"Menlo Park, California 94025",Chevrolet Camaro,1967.0,41000.0,Replacement 396ci V8,Muncie M20 4-Speed Manual Transmission,2018-12-26,42500.0
18230.0,1G1YY2180H5112574,True,VintageFarms,"Florence, Alabama 35634",Chevrolet Corvette C4,1987.0,65000.0,5.7-Liter L98 V8,4-Speed Automatic Transaxle,2019-04-24,6300.0
19752.0,WBABB2308J8857287,True,Tqvshp,"Daytona Beach, Florida 32118",BMW E30,1988.0,222000.0,2.5-Liter M20 Inline-Six,Getrag 5-Speed Manual Transmission,2019-06-11,5323.0
17357.0,U13FL734871,True,Zacolo,"Draper, Utah 84020",Ford Bronco,1966.0,17000.0,No Engine Data Found,Column-Shifted 3-Speed Manual,2019-03-25,26500.0
13945.0,71863,True,classicworldtrade,"Portland, Oregon",,1948.0,148973.0,No Engine Data Found,3-Speed Manual w/Overdrive,2018-11-12,15500.0
15590.0,110110-10-226660,True,mike6294,"San Francisco, California 94114",,1966.0,61000.0,2.0L Diesel Inline-Four,4-Speed Manual Transmission,2019-01-16,7300.0
12824.0,124679N660064,True,digital,"Cheektowaga, New York 14225",Chevrolet Camaro,1969.0,126333.0,307ci V8,2-Speed Automatic Transmission,2018-10-02,14502.0
17387.0,5T09C129905,True,alsbmwfree,"Ottawa, Ontario, Canada",Ford Mustang 1964.5-1966,1965.0,119000.0,289ci V8,3-Speed Automatic Transmission,2019-03-26,27750.0
17445.0,,True,Hammy28,"Lathrop, California 95330",,,,No Engine Data Found,,2019-03-28,2600.0
17396.0,JH4DC2399XS001384,True,HondaGuy1,"Gilbert, Arizona 85295",Acura Integra,1999.0,74000.0,Turbocharged 1.8L VTEC Inline-Four,5-Speed Manual Gearbox,2019-03-27,12500.0
17094.0,,True,roadscholars1,"Durham, North Carolina 27703",,,,206cc Single-Cylinder,2-Speed Manual,2019-03-14,25500.0
17228.0,4USBT53594LT25474,True,georgiabmw,"Atlanta, Georgia 30309",,2004.0,,3.0-Liter M54 Straight-Six,6-Speed Manual Transmission,2019-03-20,9900.0
20020.0,WBAEG2310MCB72163,True,Turtle0818,"San Diego, California 92127",BMW E31 8-Series,1991.0,228000.0,5.0L V12,4-Speed Automatic Transmission,2019-06-19,12200.0
19881.0,31622799,True,Franks_50_Dodge,"Sebring, Florida 33872",,1950.0,111000.0,No Engine Data Found,4-Speed Gyromatic Manual Transmission,2019-06-14,5700.0
19217.0,JN1AS44D0SW004930,True,treetrimmer,"Sunland, California 91040",,1995.0,168000.0,3.5-Liter VQ35DE Rev-Up V6,6-Speed Manual Gearbox,2019-05-27,13898.0
16368.0,WBADN53433GF71914,True,worldmotorsports,"Las Vegas, Nevada 89117",BMW 5-Series,2003.0,3000.0,4.4-Liter M62 V8,6-Speed Manual Gearbox,2019-02-15,54500.0
16910.0,12315012002079,True,sierragarage,"Cedar City, Utah 84720",Mercedes-Benz W123,1978.0,175000.0,3.0-Liter Diesel Inline-Five,4-Speed Automatic Transmission,2019-03-07,14000.0
18508.0,YV1LW5679W2519956,True,MrMercedes,"Des Plaines, Illinois 60018",,1998.0,13196.0,2.4L 20V Turbo Inline-Five,4-Speed Automatic Transaxle,2019-05-03,15150.0
18246.0,494475H933107,True,wcclassics,"Torrance, California 90501",Buick Riviera,1965.0,32000.0,425ci Super Wildcat V8,3-Speed Automatic Transmission,2019-04-25,78000.0
13268.0,WDDNG76X87A102042,True,bruce_m,"Doylestown, Pennsylvania 18901",Mercedes-Benz W221 S-Class,2007.0,99000.0,5.5L Twin-Turbocharged V12,5-Speed Automatic,2018-10-17,24000.0
18961.0,145909,True,GTAuto,"Rancho Cordova, California 95742",BMW Isetta,1959.0,59000.0,582cc Two-Cylinder Engine,4-Speed Manual Gearbox,2019-05-17,30000.0
13465.0,ZFFXR41A9W0109814,True,alfa_rescue_society,"Summerfield, North Carolina 27358",Ferrari F355,1998.0,52430.0,3.5L DOHC V8,6-Speed Manual,2018-10-24,52000.0
19582.0,WP0AB2968LS450604,True,911r,"Portland, Oregon 97227",Porsche 964 911,1990.0,200845.0,3.6-Liter M64 Flat-Six,Resealed G50 Transaxle,2019-06-06,77500.0
15251.0,18749366,True,chiplamb,"Augusta, Georgia 30904",,1934.0,80000.0,221Ci Flathead V8,3-Speed Manual Transmission,2018-12-31,50000.0
20665.0,JM1FC3510K0700124,True,motoexoticastl,"Fenton, Missouri 63026",Mazda RX-7 FC,1989.0,37000.0,1.3L Twin-Rotor Engine,Five-Speed Manual Transmission,2019-07-08,8250.0
17417.0,WDBEA50D7JA686597,True,mfedorov,"Philadelphia, Pennsylvania 19115",Mercedes-Benz W124 E-Class,1988.0,37000.0,3.0L Inline-Six,4-Speed Automatic Transmission,2019-03-27,15750.0
20908.0,JTEBU11F070075857,True,pormark,"San Diego, California 92111",,2007.0,152000.0,4.0-Liter V6,6-Speed Manual Transmission,2019-07-15,14000.0
15386.0,1E32757,True,racer417,"Highland Park, Illinois 60035",Jaguar XKE Series I,1966.0,33000.0,Original 4.2-Liter Inline-Six,5-Speed Manual Transmission,2019-01-08,78500.0
13157.0,WDBGA43E0PA128834,True,Aedwards44,"Orange, California 92869",,1993.0,96000.0,4.2L V8,4-Speed Automatic,2018-10-12,11000.0
17787.0,WF0DP3TH0G4114399,True,Blake_29908,"Lady’s Island, South Carolina 29907",,2016.0,16000.0,Turbocharged 2.3L Inline-Four,6-Speed Manual Transmission,2019-04-10,26500.0
20436.0,WDBTK76G74T012511,True,Brttshldr,"West Chester, Pennsylvania 19382",,2004.0,99000.0,5.4 Liter M113 V8,5-Speed SpeedShift Automatic Transmission,2019-07-01,13250.0
14234.0,AR 3024797,True,bobmillstein10,"Briarcliff Manor, New York 10510",Alfa Romeo 105/115 Series Coupe,1974.0,42077.0,2.0L Inline-Four,5-Speed Transmission,2018-11-21,40000.0
17449.0,WDBLK70G41T082729,True,jimboc,"Temecula, California 92590",,2001.0,99000.0,4.3-Liter M113 V8,5-Speed Automatic Transmission,2019-03-28,9000.0
19811.0,WDBFA66EXMF034512,True,JH_,"Winnetka, IL 60093",Mercedes-Benz R129 SL,1991.0,8000.0,5.0-Liter V8,4-Speed Automatic Transmission,2019-06-13,20000.0
18253.0,WDBJF65J52B467346,True,choicedealsnc2017,"Raleigh, North Carolina",,2002.0,28000.0,3.2L V6,Automatic Transmission,2019-04-25,7420.0
19890.0,862K2104,True,SWVintage,"Phoenix, Arizona 85018",,1962.0,40000.0,389ci V8 Engine,3-Speed Automatic Transmission,2019-06-14,22000.0
20437.0,51LA39112M,True,Ulrace,"Springfield, Ohio 45503",,1951.0,4000.0,255ci Flathead V8,3-Speed Manual Transmission,2019-07-01,12500.0
17434.0,5JPE18479,True,NoeSF,"San Francisco, California 94114",Chevrolet Pickup,1951.0,2414.0,Target Master 350ci V8,TH350 Automatic Transmission,2019-03-28,22500.0
14617.0,WP0AA0912CS122039,True,Ronmistak,"Fallbrook, California 92028",Porsche Impact Bumper 911,1982.0,307000.0,Resealed 3.0L Flat-Six,Rebuilt 5-Speed Type 915 Transmission,2018-12-06,47250.0
12974.0,A7C467C271723,True,24speedracer,"Delmar, New York 12054",,1977.0,91000.0,No Engine Data Found,3-Speed Automatic Transmission,2018-10-08,9750.0
19530.0,WVWKG61J84D132761,True,vrrunner,"Portland, Oregon 97217",,2004.0,57614.0,3.2L VR6,6-Speed Manual Transmission,2019-06-05,29916.0
13107.0,WBSBK9331XEC43127,True,Miles_S,"Knoxville, Tennessee",BMW E36 M3,1999.0,155882.0,3.2L S52 Inline-Six,5-Speed Manual,2018-10-11,12400.0
18111.0,25003PG1095B,True,VintageFarms,"Florence, Alabama 35634",,1963.0,51000.0,305ci V6,4-Speed Manual Transmission,2019-04-19,9300.0
14651.0,9115200272,True,genevaforeign21,"Geneva, New York 14456",Porsche Impact Bumper 911,1975.0,146000.0,3.2-Liter Flat-Six,915 5-Speed Manual Transmission,2018-12-07,42000.0
14011.0,ZHWGU12N66LA03102,True,corvetteswanted,"Bedford, Pennsylvania 15522",,2006.0,20197.0,5.0L DOHC V10,6-Speed Transmission,2018-11-13,100000.0
20845.0,,True,turbo935,"Pompano Beach, Florida 33073",,,,For 2.8L or 3.0L RSR Cars,,2019-07-12,5911.0
18928.0,WDBTJ77H08F248898,True,stalbet,"Los Angeles, California 90034",,2008.0,78000.0,6.2L M156 V8,7-Speed Automatic Transmission,2019-05-17,62000.0
13356.0,WV2ZZZ24ZKG055296,True,rareunique,"Monroe, Georgia 30655",Volkswagen Vanagon,1987.0,193000.0,1.6L Turbodiesel Four,5-Speed Manual Transmission,2018-10-19,20500.0
17337.0,46023317040347,True,ACansler,"Saint Robert, Missouri 65584",Mercedes-Benz Gelandewagen,1985.0,88000.0,2.8L Straight-Six,4-Speed Automatic Transmission,2019-03-25,15000.0
13589.0,VK13178,True,billo317,"Indianapolis, Indiana 46205",,1973.0,67000.0,748cc V-Twin,5-Speed Transmission,2018-10-29,13500.0
15983.0,874THPNML04422,True,faunlimited,"Mckinney, Texas 75070",DeTomaso Pantera,1972.0,84920.0,Original 351ci V8,ZF 5-Speed Transaxle,2019-02-01,63500.0
20072.0,WDBBA48D8JA086091,True,fiminod,"Waltham, Massachusetts 02452",Mercedes-Benz R107 SL,1988.0,61000.0,5.5-Liter M117 V8,4-Speed Automatic Transmission,2019-06-20,20027.0
18751.0,JHMAP11421T006405,True,Java,"Manistee, Michigan 49660",Honda S2000,2001.0,45000.0,2.0-Liter VTEC Inline-Four,6-Speed Manual Transmission,2019-05-13,20500.0
17447.0,,True,Blaise,"Pacifica, California 94044",,1966.0,25000.0,499cc OHV Single,Close-Ratio 4-Speed Gearbox,2019-03-28,24000.0
14968.0,SALDV2284RA939167,True,defender90s,"Birmingham, Alabama 35233",Land Rover Defender,1994.0,320508.0,3.9-Liter V8,R380 5-Speed Manual Transmission,2018-12-18,33333.0
13240.0,107676L104628,True,Ronnieg1,"Denton, Texas 76210",Chevrolet Corvair,1966.0,88000.0,No Engine Data Found,4-Speed Manual Transmission,2018-10-16,14250.0
